Frequency [Hz],Both dewhiteners magnitude,Both dewhiteners phase [deg],First dewhitener magnitude,First dewhitener phase [deg],Second dewhitener magnitude,Second dewhitener phase [deg],No dewhiteners magnitude,No dewhiteners phase [deg]
7724,0.024505194,-145.90482,0.077234671,34.559269,0.075976215,34.78022,0.23923306,-144.87657
7725,0.024497038,-146.07341,0.077172957,34.506233,0.076010346,34.665932,0.23924869,-144.97917
7726,0.024534797,-146.19972,0.077235058,34.493343,0.075819016,34.41983,0.2391898,-145.02286
7727,0.024564769,-146.35095,0.077252142,34.392845,0.076025076,34.337257,0.23917072,-145.0885
7728,0.024517685,-146.3167,0.077225342,34.269714,0.07599815,34.261654,0.23908924,-145.18965
7729,0.024440106,-146.17921,0.077185407,34.17857,0.075949475,34.097534,0.23902829,-145.25162
7730,0.024445163,-146.3734,0.077131264,34.148766,0.076073304,33.997478,0.23884599,-145.32806
7731,0.02445682,-146.26814,0.077203996,34.064007,0.075984217,33.966251,0.23883262,-145.40709
7732,0.024543151,-146.32167,0.077204347,33.966873,0.075688951,33.919319,0.23887286,-145.4268
7733,0.02442475,-146.60875,0.077098981,33.894642,0.0759902,33.973774,0.23871641,-145.49854
7734,0.024434719,-146.69022,0.077062607,33.864891,0.075880416,33.816898,0.23883079,-145.54712
7735,0.024531497,-146.62914,0.077086955,33.827091,0.075840406,33.731903,0.23885296,-145.63799
7736,0.024480477,-146.66704,0.077107057,33.733673,0.075836614,33.635853,0.23885806,-145.6732
7737,0.024509355,-146.80209,0.077127568,33.63945,0.075727277,33.637543,0.23886086,-145.80255
7738,0.024534579,-146.85896,0.077102512,33.588539,0.075609766,33.599907,0.2386059,-145.91948
7739,0.024502141,-146.8103,0.077024557,33.484165,0.07579761,33.581951,0.23868501,-145.95711
7740,0.024469543,-146.98558,0.07700789,33.441422,0.075787865,33.630913,0.23874895,-145.98488
7741,0.024540987,-147.09358,0.077019699,33.405014,0.075802304,33.360489,0.23868954,-146.04341
7742,0.024525208,-147.1929,0.076934099,33.247044,0.075760111,33.238907,0.23865981,-146.12263
7743,0.024482153,-147.34052,0.076989464,33.235527,0.075873412,33.13591,0.23838408,-146.22198
7744,0.024477823,-147.27763,0.076993875,33.170315,0.075782351,32.980175,0.23838983,-146.29771
7745,0.024507117,-147.2352,0.076967679,33.093891,0.07579276,33.021221,0.23837635,-146.36784
7746,0.024419807,-147.40598,0.077003531,33.057827,0.07571198,32.949646,0.23837529,-146.4097
7747,0.024408145,-147.54909,0.076993085,32.992615,0.075603507,32.866772,0.23841238,-146.46642
7748,0.024501942,-147.56273,0.076972097,32.846188,0.075800188,32.878967,0.23835082,-146.53835
7749,0.02444702,-147.41942,0.076959848,32.770378,0.075795144,32.935696,0.23821425,-146.6272
7750,0.024496369,-147.57855,0.076898299,32.756706,0.075632043,32.91114,0.23838314,-146.74533
7751,0.024509637,-147.56886,0.07684844,32.724339,0.075794838,32.754017,0.23833412,-146.79337
7752,0.024450671,-147.55614,0.076861255,32.592525,0.075905919,32.499199,0.23830709,-146.8069
7753,0.024455437,-147.77881,0.076845258,32.543064,0.075785145,32.474976,0.23803422,-146.91016
7754,0.02445375,-147.72833,0.076853298,32.495369,0.075562097,32.601635,0.23799573,-146.99989
7755,0.024464944,-147.90099,0.076820455,32.363384,0.075733423,32.504837,0.23813595,-147.06261
7756,0.024442282,-147.97186,0.07684233,32.320858,0.075783074,32.383877,0.23811722,-147.11493
7757,0.024455801,-148.0524,0.076895081,32.227318,0.075762063,32.37048,0.23800725,-147.203
7758,0.024484316,-148.22859,0.076899685,32.17239,0.075618304,32.247608,0.23826739,-147.26915
7759,0.024379032,-148.40091,0.076849967,32.118156,0.075455494,32.22538,0.23818211,-147.29727
7760,0.024379637,-148.48425,0.076827966,32.07476,0.07560049,32.076244,0.23803605,-147.34578
7761,0.02439029,-148.45612,0.076804839,32.008369,0.075674482,31.807482,0.23816574,-147.44661
7762,0.024408307,-148.56918,0.076835461,31.899242,0.075554006,31.803221,0.23808578,-147.53328
7763,0.024395885,-148.6281,0.076848641,31.809841,0.075725622,31.822144,0.23795335,-147.5963
7764,0.024408426,-148.64621,0.076791421,31.785707,0.075725369,31.934168,0.23781827,-147.70206
7765,0.024380377,-148.73752,0.076806173,31.746553,0.075547181,31.769459,0.23784423,-147.73254
7766,0.024433706,-148.72855,0.076769188,31.614304,0.075351693,31.654251,0.23780453,-147.8094
7767,0.024385344,-148.80223,0.076795697,31.553553,0.075447664,31.683723,0.23777321,-147.90703
7768,0.024313971,-148.95468,0.076803051,31.519367,0.075531952,31.645504,0.23771797,-147.97473
7769,0.024410149,-149.19511,0.076772757,31.461678,0.075599223,31.616446,0.23769458,-148.03259
7770,0.024408173,-149.3004,0.076755315,31.356146,0.075537942,31.503269,0.23776875,-148.12405
7771,0.02436077,-149.24464,0.076698646,31.34631,0.075529739,31.27404,0.23757882,-148.19749
7772,0.024396583,-149.07596,0.076688044,31.263229,0.075571373,31.14208,0.23755993,-148.24492
7773,0.024426559,-149.1317,0.076770201,31.183388,0.075475469,31.064775,0.23753694,-148.27344
7774,0.024429709,-149.41005,0.07672333,31.117659,0.075364716,30.927374,0.23759171,-148.36935
7775,0.024424475,-149.55513,0.076668359,31.032888,0.07545609,30.844322,0.23749356,-148.41855
7776,0.024372179,-149.52856,0.076666363,30.903557,0.075458243,30.987989,0.23748568,-148.46649
7777,0.02438391,-149.60001,0.07673052,30.883898,0.075456776,30.984873,0.23752612,-148.52824
7778,0.024351986,-149.65225,0.076670609,30.847143,0.07521037,30.782053,0.23741974,-148.63707
7779,0.024354244,-149.5896,0.076645881,30.710279,0.075131044,30.640585,0.23721994,-148.68648
7780,0.024396045,-149.66275,0.07661631,30.626881,0.075438455,30.664751,0.23741677,-148.74681
7781,0.024354385,-149.8018,0.076635078,30.622719,0.075426534,30.590828,0.23728222,-148.73062
7782,0.024370117,-149.89505,0.07662762,30.574862,0.075315781,30.454618,0.23717253,-148.87868
7783,0.024317702,-150.04539,0.076560795,30.455208,0.075354628,30.541548,0.23719889,-148.97466
7784,0.024297483,-150.04111,0.076593362,30.377798,0.075606041,30.54476,0.23726813,-149.07172
7785,0.024329977,-150.05046,0.076636523,30.363031,0.075269692,30.419706,0.23717852,-149.08849
7786,0.024316186,-150.21104,0.076571271,30.272747,0.075081371,30.226978,0.23703532,-149.11476
7787,0.024300851,-150.1734,0.076529562,30.195112,0.07508976,30.223557,0.23711994,-149.29117
7788,0.024260363,-150.21176,0.076556005,30.111626,0.074976243,30.252407,0.23708108,-149.34471
7789,0.02429821,-150.46541,0.076526105,30.026035,0.075151742,30.191538,0.23711701,-149.38876
7790,0.024290169,-150.53194,0.076506004,29.966604,0.075283282,30.034695,0.23715371,-149.46886
7791,0.024280149,-150.46352,0.076483935,29.894194,0.075326286,29.992525,0.23714933,-149.49449
7792,0.024285423,-150.48483,0.076438621,29.797729,0.075292476,29.767975,0.23730452,-149.6156
7793,0.024261236,-150.64333,0.076522954,29.821745,0.075293541,29.719706,0.23700039,-149.6929
7794,0.024353612,-150.67307,0.076535612,29.71595,0.075005017,29.704166,0.23691763,-149.73265
7795,0.024304729,-150.59854,0.076528363,29.622913,0.074948721,29.60998,0.23706217,-149.80774
7796,0.024309911,-150.8145,0.076506943,29.617237,0.075004891,29.544821,0.23688965,-149.85211
7797,0.024321344,-151.02721,0.076474935,29.537914,0.075248301,29.507502,0.23668031,-149.92924
7798,0.024273252,-151.06981,0.076434009,29.472868,0.07531061,29.348682,0.23677184,-150.02083
7799,0.02426221,-151.04128,0.076401718,29.387592,0.075131662,29.353966,0.23681672,-150.09012
7800,0.024318807,-150.99706,0.076347932,29.335609,0.075270288,29.341822,0.23670729,-150.11929
7801,0.024287537,-150.78241,0.076304227,29.227705,0.075280093,29.144468,0.23652603,-150.20399
7802,0.024220658,-150.97067,0.076372333,29.11412,0.07500837,29.091461,0.23653597,-150.3232
7803,0.024247406,-151.32169,0.0763513,29.043921,0.075102903,29.15308,0.23674074,-150.3927
7804,0.024267782,-151.44627,0.076344304,28.914738,0.075141631,29.11025,0.23700061,-150.46346
7805,0.024270028,-151.41641,0.076372959,28.879396,0.075223878,28.999865,0.23693731,-150.54918
7806,0.024208218,-151.44756,0.076362573,28.879519,0.074991606,28.853506,0.23657185,-150.58643
7807,0.024278233,-151.56926,0.076348275,28.819279,0.075262889,28.863464,0.23656648,-150.62852
7808,0.024249977,-151.7726,0.076381348,28.747231,0.075338021,28.82181,0.23650864,-150.68901
7809,0.024302572,-151.76028,0.076401353,28.681576,0.075083561,28.880632,0.236494,-150.78128
7810,0.024302388,-151.8054,0.076387703,28.558823,0.075043656,28.606134,0.23626858,-150.85063
7811,0.024244567,-151.74628,0.076359063,28.503908,0.07513468,28.560143,0.23632719,-150.9292
7812,0.024224849,-151.92299,0.076289624,28.478697,0.075092837,28.514208,0.23633981,-151.01114
7813,0.024232851,-151.84669,0.076224685,28.382896,0.075159423,28.268553,0.23628496,-151.08347
7814,0.024295701,-151.84244,0.076271631,28.322987,0.075229384,28.237446,0.23636948,-151.14453
7815,0.024317682,-152.06671,0.076272927,28.267931,0.075175092,28.334856,0.2361674,-151.20677
7816,0.024278181,-152.23082,0.076299243,28.164862,0.075037293,28.266857,0.23622251,-151.28079
7817,0.024191307,-152.42447,0.076317683,28.08194,0.075005084,28.128431,0.23640032,-151.36603
7818,0.024155384,-152.54367,0.076302528,28.017244,0.075137027,27.986059,0.23632397,-151.40254
7819,0.024126451,-152.4959,0.076210715,27.981567,0.075016394,27.879959,0.23600832,-151.44977
7820,0.024202131,-152.62672,0.07617072,27.911861,0.074863791,27.841345,0.2357939,-151.51991
7821,0.024242805,-152.64584,0.076168731,27.818403,0.074959166,27.902754,0.23596169,-151.578
7822,0.024181286,-152.74345,0.076160207,27.760826,0.074941151,27.886894,0.23616387,-151.6506
7823,0.024185454,-152.69154,0.076099843,27.716633,0.074966669,27.728672,0.23613422,-151.7408
7824,0.024155039,-152.75771,0.076225951,27.697277,0.07506346,27.596746,0.2359136,-151.79579
7825,0.024146037,-153.00623,0.076228373,27.582991,0.074902333,27.6537,0.23582245,-151.81038
7826,0.024222763,-153.08913,0.07620962,27.490337,0.074834585,27.601198,0.23596363,-151.91492
7827,0.024262447,-153.1127,0.076166928,27.397758,0.074913375,27.585037,0.23592615,-151.97862
7828,0.024193687,-153.00258,0.076118313,27.362804,0.074811041,27.318756,0.23588522,-152.08847
7829,0.024175419,-153.11775,0.076079004,27.255232,0.074768275,27.220037,0.23580068,-152.20908
7830,0.024222942,-153.17654,0.076113492,27.237652,0.074955314,27.155581,0.23590565,-152.22128
7831,0.024174949,-153.24593,0.076142982,27.16328,0.07502766,27.04957,0.23584501,-152.26122
7832,0.024114899,-153.52051,0.076134332,27.09552,0.07503096,27.070621,0.23568064,-152.31374
7833,0.024157165,-153.53362,0.07609909,26.988947,0.074809968,27.056953,0.23592585,-152.3821
7834,0.024193821,-153.46092,0.076105833,26.93368,0.074673399,27.0679,0.23582813,-152.44873
7835,0.024151515,-153.67134,0.076104157,26.88932,0.074564554,27.025608,0.23573345,-152.54562
7836,0.024076674,-153.85085,0.076082721,26.856234,0.074799374,27.113253,0.23547067,-152.66428
7837,0.024098501,-153.73117,0.076022558,26.728144,0.07490699,26.837645,0.23538215,-152.72195
7838,0.024096346,-153.79463,0.076082714,26.639969,0.074589737,26.667332,0.23539995,-152.79745
7839,0.024064159,-153.92906,0.076030359,26.644049,0.074723616,26.69269,0.23547439,-152.83185
7840,0.024118502,-153.90112,0.075959839,26.520121,0.074915238,26.469481,0.2352916,-152.90263
7841,0.024111368,-153.91571,0.076065078,26.394859,0.074922934,26.337233,0.23527467,-152.95152
7842,0.024056563,-153.97639,0.075995319,26.332497,0.074935071,26.282871,0.23528217,-153.11284
7843,0.024085924,-153.98392,0.076034524,26.281046,0.074796811,26.32666,0.2354847,-153.14011
7844,0.02419495,-154.16721,0.076010294,26.216188,0.074793451,26.1833,0.23538767,-153.14864
7845,0.024224523,-154.40063,0.075943716,26.14922,0.074864388,26.043646,0.23537457,-153.28067
7846,0.024164824,-154.40388,0.075935289,26.029268,0.074742503,25.970608,0.23529364,-153.40607
7847,0.024121484,-154.42616,0.075962938,25.985876,0.074789658,26.121555,0.2352,-153.43449
7848,0.024124144,-154.41045,0.075929999,25.907557,0.074719675,25.97291,0.23512942,-153.47983
7849,0.024113515,-154.45546,0.075896785,25.864445,0.074570455,25.884203,0.23527971,-153.55338
7850,0.024109092,-154.67419,0.075914793,25.838102,0.074629396,25.780727,0.23528251,-153.64302
7851,0.02412466,-154.70567,0.075943373,25.778805,0.074554287,25.750784,0.23505127,-153.71559
7852,0.024158008,-154.7666,0.07592085,25.673302,0.074595392,25.596249,0.23498657,-153.76559
7853,0.024128679,-154.87927,0.075900316,25.583166,0.074368834,25.639915,0.23477179,-153.8492
7854,0.024116958,-154.94824,0.075880624,25.52746,0.074416921,25.760359,0.23481864,-153.93994
7855,0.024144173,-154.89462,0.075840555,25.501486,0.074530013,25.642056,0.23492742,-153.97981
7856,0.024152514,-154.92084,0.075784057,25.418163,0.074581414,25.512815,0.23489697,-154.02888
7857,0.02421404,-155.24736,0.075860359,25.371128,0.074478641,25.278236,0.23486078,-154.07495
7858,0.024208579,-155.30284,0.075842351,25.303392,0.074596591,25.335945,0.23481931,-154.14359
7859,0.024103308,-155.22795,0.075913198,25.248158,0.074758977,25.296053,0.23472191,-154.25589
7860,0.024103696,-155.13919,0.075849235,25.168135,0.074850217,24.993465,0.23487616,-154.31403
7861,0.024100678,-155.32625,0.075752966,25.095406,0.074683405,24.978947,0.23473957,-154.39391
7862,0.024123989,-155.57095,0.075823709,24.987564,0.07459376,25.008018,0.23472099,-154.47021
7863,0.024148626,-155.35896,0.07588698,24.889164,0.074579261,25.018337,0.23482378,-154.53154
7864,0.024079897,-155.53674,0.075793907,24.869967,0.074397549,25.034563,0.23473461,-154.59042
7865,0.023951432,-155.73877,0.075756773,24.801437,0.074546367,24.959873,0.23477952,-154.65884
7866,0.024040926,-155.79324,0.075727329,24.725876,0.074727498,24.801384,0.23473607,-154.70695
7867,0.02410714,-155.80928,0.075649343,24.667635,0.07471624,24.465305,0.23457783,-154.74406
7868,0.024137808,-155.90256,0.075718559,24.554487,0.074732229,24.497309,0.23432361,-154.80228
7869,0.024102787,-156.03766,0.075677037,24.459614,0.074539341,24.531868,0.23425746,-154.93779
7870,0.024052348,-155.98306,0.075639442,24.419418,0.074542023,24.42288,0.23427242,-154.99889
7871,0.024122097,-155.97052,0.07560911,24.331385,0.074596994,24.353201,0.23430558,-155.04356
7872,0.02408511,-156.14325,0.07569024,24.258423,0.074325532,24.319771,0.23444778,-155.11583
7873,0.024050953,-156.30771,0.075676218,24.259062,0.074280001,24.38269,0.23435025,-155.1913
7874,0.024023604,-156.44997,0.0755997,24.143795,0.074392408,24.328434,0.23429382,-155.26546
7875,0.02406369,-156.3371,0.075587943,24.038723,0.074503914,24.185171,0.23426723,-155.33479
7876,0.024082143,-156.32848,0.075589046,23.986765,0.074443296,24.122963,0.23440714,-155.39438
7877,0.023980586,-156.44833,0.075682364,23.959257,0.07440111,24.103882,0.23445491,-155.44528
7878,0.024015531,-156.41505,0.075690106,23.922855,0.074400119,23.999533,0.2342699,-155.54094
7879,0.024227547,-156.52022,0.075644068,23.841133,0.074365959,23.913202,0.23412514,-155.68324
7880,0.024137756,-156.69293,0.075621895,23.765337,0.074315645,23.942919,0.23393571,-155.76303
7881,0.02411034,-156.81253,0.075584412,23.696569,0.074457832,23.72752,0.23397994,-155.74078
7882,0.024054555,-156.99956,0.075558491,23.586637,0.074455611,23.610107,0.23400947,-155.79387
7883,0.023983566,-156.81824,0.075604722,23.496412,0.074264586,23.669443,0.23407075,-155.87282
7884,0.02398322,-156.76028,0.075576745,23.421064,0.074363545,23.587116,0.23399007,-155.97714
7885,0.024004176,-156.97931,0.075583257,23.337002,0.074289352,23.409121,0.23421463,-156.04935
7886,0.024003737,-156.99069,0.075563304,23.327494,0.074302532,23.319412,0.23395008,-156.07637
7887,0.024060218,-157.13763,0.075521745,23.244646,0.074338078,23.406769,0.23394677,-156.19667
7888,0.024040407,-157.27539,0.075446993,23.214624,0.074277863,23.318947,0.23396701,-156.28427
7889,0.024044657,-157.30013,0.075511679,23.155787,0.074159883,23.063063,0.23371552,-156.31827
7890,0.024007576,-157.33788,0.075508907,23.07531,0.074337199,22.986641,0.23364311,-156.39471
7891,0.024052065,-157.63913,0.075482748,22.990019,0.074389614,22.999985,0.23373514,-156.47926
7892,0.023977857,-157.65796,0.075587116,22.908234,0.074146383,23.00889,0.23373333,-156.54448
7893,0.023935091,-157.73647,0.075557232,22.865654,0.074179329,22.836197,0.23362146,-156.55083
7894,0.023969052,-157.73949,0.075417951,22.812637,0.074305236,22.775993,0.23369336,-156.62073
7895,0.023893844,-157.871,0.075332008,22.700087,0.074250534,22.769812,0.23363897,-156.69392
7896,0.02391118,-157.78897,0.075383902,22.614328,0.074058227,22.784464,0.23368412,-156.79796
7897,0.023915384,-157.82791,0.075438045,22.544273,0.074225821,22.610825,0.23373507,-156.83243
7898,0.023976235,-158.05231,0.075402617,22.478045,0.074531399,22.541744,0.23370358,-156.93852
7899,0.023983669,-158.13744,0.075378463,22.42314,0.074460767,22.481094,0.23357993,-157.01649
7900,0.023996333,-158.19565,0.075472765,22.379234,0.074412622,22.458462,0.23353662,-157.11642
7901,0.023963403,-158.25003,0.075415693,22.266247,0.074149624,22.357519,0.23363596,-157.18985
7902,0.0239082,-158.12852,0.075352311,22.226435,0.073952153,22.293875,0.23350708,-157.21187
7903,0.023873262,-158.37767,0.075335741,22.141596,0.073884621,22.261019,0.23362681,-157.26463
7904,0.023896402,-158.44281,0.075345859,22.074663,0.074082881,22.187487,0.23334375,-157.37227
7905,0.023892326,-158.4942,0.075351328,21.97616,0.073966138,22.022266,0.23331015,-157.46422
7906,0.023922311,-158.52869,0.075308345,21.878277,0.073909752,22.02643,0.23329504,-157.51622
7907,0.023974964,-158.37595,0.075258531,21.825024,0.074089229,21.922937,0.23329261,-157.61469
7908,0.023942795,-158.57434,0.075273819,21.764059,0.073957995,21.727539,0.23310992,-157.66997
7909,0.023904052,-158.75911,0.075269267,21.685061,0.073951878,21.687662,0.23317169,-157.67204
7910,0.023946181,-158.83347,0.075236425,21.675058,0.073992848,21.523146,0.2331633,-157.7529
7911,0.024015317,-158.89149,0.075318009,21.616217,0.074047342,21.594563,0.23318082,-157.79274
7912,0.023939278,-159.10457,0.075307682,21.54071,0.073915534,21.564741,0.2331557,-157.8745
7913,0.023868265,-159.17041,0.075283743,21.484329,0.073895603,21.439079,0.23305412,-157.90933
7914,0.023910128,-159.15582,0.075279988,21.377378,0.073923573,21.557985,0.23299775,-157.94862
7915,0.023947429,-159.06064,0.075222611,21.28282,0.073851228,21.396872,0.23301831,-158.09947
7916,0.023919448,-159.18015,0.075265869,21.286949,0.074016698,21.182266,0.23290594,-158.18501
7917,0.023957178,-159.17088,0.075162426,21.196903,0.074113801,21.143908,0.23288721,-158.25253
7918,0.023982914,-159.38374,0.075080037,21.152554,0.073991463,21.256796,0.23289289,-158.29282
7919,0.023882626,-159.19749,0.075129189,21.068607,0.073823594,21.152927,0.23303016,-158.39452
7920,0.023890082,-159.26154,0.075171076,20.938705,0.073873118,21.083057,0.23294848,-158.52373
7921,0.023900295,-159.53586,0.075181209,20.937099,0.073990859,21.067911,0.23265991,-158.56993
7922,0.023822989,-159.599,0.075154044,20.877563,0.073897108,20.93714,0.23263195,-158.62766
7923,0.023824492,-159.65611,0.075125575,20.775347,0.073914513,20.776701,0.23268008,-158.72078
